-1837.85046386719,5882.36767578125,3155.8037109375
-1774.19177246094,5790.94677734375,3354.05053710938
-1708.61572265625,5693.267578125,3548.6630859375
-1641.19323730469,5589.43603515625,3739.42993164062
-1571.99694824219,5479.5634765625,3926.14428710938
-1501.10192871094,5363.76904296875,4108.60400390625
-1428.58447265625,5242.177734375,4286.61083984375
-1354.52294921875,5114.9208984375,4459.97216796875
-1278.99755859375,4982.13623046875,4628.5
-1202.08972167969,4843.9658203125,4792.01123046875
-1123.88256835938,4700.560546875,4950.32861328125
-1044.46057128906,4552.07373046875,5103.2802734375
-963.909606933594,4398.66650390625,5250.7001953125
-882.316589355469,4240.50439453125,5392.42822265625
